dataset,policy,block,markets,wins,losses,net_pnl_cents
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,6,20,18,2,141.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,7,20,12,8,-399.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,8,20,15,5,-77.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,9,20,14,6,-135.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,1,20,11,9,-351.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,2,20,11,9,-355.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,3,20,11,9,-353.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,4,20,8,12,-608.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,5,20,12,8,-313.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,6,20,13,7,-195.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,7,20,7,13,-623.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,8,20,11,9,-298.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,9,20,13,7,-205.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,1,20,6,14,-690.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,2,20,11,9,-288.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,3,20,8,12,-571.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,4,20,5,15,-818.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,5,20,9,11,-513.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,6,20,11,9,-342.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,7,20,5,15,-764.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,8,20,9,11,-380.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,9,20,10,10,-418.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,1,20,6,14,-690.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,2,20,11,9,-288.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,3,20,8,12,-571.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,4,20,6,14,-678.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,5,20,9,11,-513.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,6,20,11,9,-342.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,7,20,5,15,-764.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,8,20,9,11,-380.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,9,20,10,10,-418.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,1,20,15,5,-132.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,2,20,14,6,-207.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,3,20,14,6,-199.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,4,20,10,10,-549.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,5,20,14,6,-181.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,6,20,17,3,66.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,7,20,12,8,-355.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,8,20,15,5,-77.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,9,20,13,7,-224.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,1,20,11,9,-351.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,2,20,11,9,-364.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,3,20,10,10,-429.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,4,20,7,13,-700.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,5,20,11,9,-395.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,6,20,11,9,-351.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,7,20,6,14,-714.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,8,20,11,9,-298.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,9,20,12,8,-294.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,1,20,6,14,-701.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,2,20,11,9,-297.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,3,20,8,12,-574.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,4,20,6,14,-711.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,5,20,8,12,-595.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,6,20,10,10,-422.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,7,20,4,16,-873.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,8,20,9,11,-389.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,9,20,10,10,-451.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,1,20,6,14,-701.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,2,20,11,9,-297.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,3,20,8,12,-574.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,4,20,6,14,-711.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,5,20,8,12,-595.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,6,20,10,10,-422.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,7,20,4,16,-873.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,8,20,9,11,-389.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,9,20,10,10,-451.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,1,20,18,2,93.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,2,20,16,4,-117.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,3,20,17,3,16.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,4,20,15,5,-175.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,5,20,15,5,-156.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,6,20,20,0,283.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,7,20,15,5,-197.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,8,20,16,4,-126.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,9,20,20,0,274.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,1,20,18,2,93.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,2,20,17,3,20.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,3,20,16,4,-53.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,4,20,15,5,-175.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,5,20,14,6,-170.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,6,20,19,1,212.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,7,20,10,10,-543.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,8,20,17,3,3.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,9,20,20,0,274.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,1,20,17,3,32.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,2,20,15,5,-124.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,3,20,16,4,8.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,4,20,14,6,-247.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,5,20,14,6,-170.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,6,20,18,2,143.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,7,20,9,11,-613.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,8,20,17,3,3.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,9,20,19,1,205.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,1,20,17,3,32.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,2,20,15,5,-124.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,3,20,16,4,8.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,4,20,13,7,-312.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,5,20,14,6,-170.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,6,20,18,2,143.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,7,20,10,10,-481.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,8,20,17,3,3.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,9,20,19,1,205.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,1,20,17,3,18.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,2,20,15,5,-194.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,3,20,16,4,-53.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,4,20,14,6,-248.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,5,20,14,6,-234.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,6,20,20,0,283.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,7,20,13,7,-335.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,8,20,15,5,-200.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,9,20,19,1,202.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,1,20,13,7,-278.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,2,20,14,6,-156.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,3,20,15,5,-74.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,4,20,10,10,-478.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,5,20,12,8,-317.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,6,20,19,1,212.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,7,20,9,11,-555.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,8,20,14,6,-158.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,9,20,19,1,202.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,1,20,12,8,-339.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,2,20,12,8,-307.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,3,20,13,7,-217.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,4,20,7,13,-693.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,5,20,12,8,-317.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,6,20,17,3,58.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,7,20,8,12,-566.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,8,20,12,8,-251.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,9,20,16,4,-16.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,1,20,12,8,-339.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,2,20,12,8,-307.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,3,20,13,7,-217.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,4,20,7,13,-693.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,5,20,12,8,-317.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,6,20,17,3,58.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,7,20,8,12,-566.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,8,20,12,8,-251.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,9,20,16,4,-16.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,1,20,17,3,18.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,2,20,16,4,-71.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,3,20,15,5,-129.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,4,20,13,7,-340.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,5,20,13,7,-316.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,6,20,19,1,208.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,7,20,13,7,-291.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,8,20,15,5,-200.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,9,20,18,2,113.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,1,20,13,7,-278.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,2,20,14,6,-165.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,3,20,13,7,-235.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,4,20,8,12,-650.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,5,20,11,9,-399.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,6,20,15,5,-109.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,7,20,8,12,-592.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,8,20,13,7,-237.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,9,20,17,3,31.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,1,20,10,10,-495.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,2,20,11,9,-408.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,3,20,12,8,-305.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,4,20,7,13,-667.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,5,20,11,9,-399.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,6,20,14,6,-191.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,7,20,5,15,-821.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,8,20,12,8,-213.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,9,20,15,5,-120.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,1,20,10,10,-495.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,2,20,11,9,-408.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,3,20,12,8,-305.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,4,20,7,13,-667.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,5,20,11,9,-399.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,6,20,14,6,-191.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,7,20,5,15,-821.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,8,20,12,8,-213.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,9,20,15,5,-120.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,1,20,18,2,93.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,2,20,16,4,-117.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,3,20,18,2,83.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,4,20,17,3,-38.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,5,20,17,3,-21.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,6,20,20,0,283.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,7,20,16,4,-127.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,8,20,16,4,-126.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,9,20,20,0,274.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,1,20,18,2,93.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,2,20,17,3,20.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,3,20,18,2,83.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,4,20,17,3,-38.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,5,20,17,3,-21.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,6,20,20,0,283.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,7,20,15,5,-192.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,8,20,16,4,-126.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,9,20,20,0,274.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,1,20,18,2,93.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,2,20,17,3,20.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,3,20,18,2,83.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,4,20,17,3,-38.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,5,20,17,3,-21.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,6,20,20,0,283.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,7,20,15,5,-192.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,8,20,16,4,-126.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,9,20,20,0,274.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,1,20,18,2,93.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,2,20,17,3,20.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,3,20,18,2,83.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,4,20,17,3,-38.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,5,20,17,3,-21.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,6,20,20,0,283.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,7,20,16,4,-60.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,8,20,16,4,-126.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,9,20,20,0,274.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age180,1,20,18,2,93.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age180,2,20,16,4,-117.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age180,3,20,18,2,83.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age180,4,20,17,3,-38.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age180,5,20,17,3,-21.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age180,6,20,20,0,283.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age180,7,20,16,4,-127.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age180,8,20,16,4,-126.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age180,9,20,20,0,274.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age300,1,20,17,3,20.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age300,2,20,16,4,-4.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age300,3,20,19,1,209.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age300,4,20,13,7,-323.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age300,5,20,17,3,-21.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age300,6,20,20,0,283.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age300,7,20,15,5,-192.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age300,8,20,14,6,-273.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age300,9,20,20,0,274.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,1,20,17,3,20.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,2,20,15,5,-81.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,3,20,19,1,209.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,4,20,12,8,-394.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,5,20,16,4,-100.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,6,20,19,1,205.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,7,20,15,5,-192.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,8,20,13,7,-285.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,9,20,19,1,201.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,1,20,17,3,20.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,2,20,15,5,-81.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,3,20,19,1,209.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,4,20,12,8,-340.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,5,20,16,4,-100.0
