dataset,split,feature,bucket,rows,brier_delta,logloss_delta,candidate_brier,candidate_logloss,mean_p_yes,yes_rate
all_heartbeats,holdout,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(-22.816, -5.332]",378,-0.0001493719311976005,-0.0005536810084540988,0.18177651841094497,0.5236865452628854,0.6189788874811616,0.5687830687830688
all_heartbeats,holdout,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(-5.332, -0.529]",390,0.0005494937094472907,0.0035997649758418016,0.1330835834335476,0.40204400264024437,0.6332586067525612,0.6153846153846154
all_heartbeats,holdout,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(-920.275, -22.816]",713,-0.0001305575731005426,-0.00019581215458575052,0.19386009408409738,0.5496639498695111,0.664418553124673,0.6002805049088359
all_heartbeats,holdout,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(0.431, 4.79]",350,-0.0012161367033340087,-0.003431773735671162,0.12788756825090777,0.4318217673592381,0.3129146638916466,0.3142857142857143
all_heartbeats,holdout,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(21.671, 520.961]",714,-0.00011475417834802548,-0.0007989098350309476,0.200394132907493,0.5865902114423315,0.3280806080206658,0.29551820728291317
all_heartbeats,holdout,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(4.79, 21.671]",495,-0.00015719598128763335,-0.000919514431544366,0.14109850907887245,0.4355812976049894,0.34060844615711444,0.2686868686868687
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(-0.000665, 0.000339]",2378,0.00017093630975883317,0.006179922408402538,0.04439780831521666,0.17467601621912865,0.49192464157083915,0.48317914213624896
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.000339, 0.00037]",2378,0.0006787207902581444,0.0020173862851283753,0.08287062984606262,0.26860236303069,0.49641579618205245,0.4693019343986543
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.00037, 0.000494]",2377,-0.0005732704813475598,-0.0012298865451805807,0.12510447525434376,0.3911130524544723,0.5005596049732757,0.5056794278502313
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.000494, 0.000925]",2378,6.676174611275343e-05,0.0002930970983404668,0.15922646550004513,0.4744186805273231,0.5118603944230399,0.4945332211942809
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.000925, 0.0031]",2377,-5.054518571995237e-06,-0.0003790353316530659,0.17917142722585266,0.527494166597652,0.5084083639957617,0.4938998737904922
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.0031, 0.028]",2378,1.6923026012610753e-05,-0.00010264542137672361,0.19466889185360753,0.5680634618291024,0.5091289897574576,0.4907485281749369
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.028, 0.826]",2377,6.707027783567354e-05,-5.351446329382448e-05,0.18829990833839827,0.5532610250987351,0.5098747705806501,0.492637778712663
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.826, 1.0]",2378,-8.847309287937644e-05,-0.0007004279724289741,0.1945581013994537,0.5711000370540299,0.525457431427929,0.5365853658536586
all_heartbeats,train,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(-0.000665, 0.000339]",1510,0.0005046621481425637,0.01094121300893458,0.054628112140662925,0.22695094430954682,0.5021325417248043,0.495364238410596
all_heartbeats,train,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.000339, 0.00037]",1428,0.0008503413076908634,0.0016575429859228552,0.09056300477711196,0.29803019394256663,0.521712850849926,0.49089635854341734
all_heartbeats,train,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.00037, 0.000494]",1506,-0.0005491015503980845,-0.0015230027804465918,0.14015516776211143,0.4271339907697387,0.5063300527441247,0.5325365205843293
all_heartbeats,train,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.000494, 0.000925]",1562,9.047532814970838e-06,-0.00017804366697216079,0.16208169999657004,0.47740277493945843,0.4978028505229503,0.4801536491677337
all_heartbeats,train,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.000925, 0.0031]",1493,9.650053166845862e-05,-8.938260841806489e-05,0.18278159435566912,0.5389493476904381,0.5065426541519633,0.5023442732752846
all_heartbeats,train,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.0031, 0.028]",1419,4.338124208888572e-05,-0.00012604852894970708,0.20675906353145795,0.6056704971049847,0.5194757155099844,0.4989429175475687
all_heartbeats,train,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.028, 0.826]",1356,0.00012985693672898369,0.0001397909663095609,0.18650803551652434,0.5493513022650518,0.5231477725080879,0.5228613569321534
all_heartbeats,train,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.826, 1.0]",1124,6.172139731352999e-05,-0.00013063795673684542,0.18771395081154824,0.5551841796767935,0.5367563283406931,0.5667259786476868
all_heartbeats,validation,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(-0.000665, 0.000339]",492,-0.00013141855787267634,-0.000901876519998665,0.02674429293076173,0.08286076077438582,0.4994103236562781,0.49796747967479676
all_heartbeats,validation,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.000339, 0.00037]",560,-0.00034389733477976914,-0.00023936293769011296,0.06172699364501127,0.19433725523742568,0.4738119466137665,0.4714285714285714
all_heartbeats,validation,v35_h150_t102_antipersist3_anti_persistence_materiality_gate,"(0.00037, 0.000494]",512,-0.00020531226883847842,0.0007818332963929198,0.08903705790926879,0.3010969309452603,0.5124593288205219,0.455078125
